col1-time col2-mc1.x[0] col3-mc1.x[1] col4-mc1.y[0] 
309 48.000000 2.000000 2.000000 
310 47.000000 2.000000 2.000000 
311 46.000000 2.000000 2.000000 
312 45.000000 2.000000 2.000000 
313 44.000000 2.000000 2.000000 
314 43.000000 2.000000 2.000000 
315 42.000000 2.000000 2.000000 
316 41.000000 2.000000 2.000000 
317 40.000000 2.000000 2.000000 
318 39.000000 2.000000 2.000000 
319 38.000000 2.000000 2.000000 
320 37.000000 2.000000 2.000000 
321 36.000000 2.000000 2.000000 
322 35.000000 2.000000 2.000000 
323 34.000000 2.000000 2.000000 
324 33.000000 2.000000 2.000000 
325 32.000000 2.000000 2.000000 
326 31.000000 2.000000 2.000000 
327 30.000000 2.000000 2.000000 
328 29.000000 2.000000 2.000000 
329 28.000000 2.000000 2.000000 
330 27.000000 2.000000 2.000000 
331 26.000000 2.000000 2.000000 
332 25.000000 2.000000 2.000000 
333 24.000000 2.000000 2.000000 
334 23.000000 2.000000 2.000000 
335 22.000000 2.000000 2.000000 
336 21.000000 2.000000 2.000000 
337 20.000000 2.000000 2.000000 
338 19.000000 2.000000 2.000000 
339 18.000000 2.000000 2.000000 
340 17.000000 2.000000 2.000000 
341 16.000000 2.000000 2.000000 
342 15.000000 2.000000 2.000000 
343 14.000000 2.000000 2.000000 
344 13.000000 2.000000 2.000000 
345 12.000000 2.000000 2.000000 
346 11.000000 2.000000 2.000000 
347 10.000000 2.000000 2.000000 
348 9.000000 2.000000 2.000000 
349 8.000000 2.000000 2.000000 
350 7.000000 2.000000 2.000000 
351 6.000000 2.000000 2.000000 
352 5.000000 2.000000 2.000000 
353 4.000000 2.000000 2.000000 
354 3.000000 2.000000 2.000000 
355 2.000000 2.000000 2.000000 
356 1.000000 2.000000 2.000000 
357 0.000000 2.000000 2.000000 
358 110.000000 0.000000 0.000000 
359 109.000000 0.000000 0.000000 
360 108.000000 0.000000 0.000000 
361 107.000000 0.000000 0.000000 
362 106.000000 0.000000 0.000000 
363 105.000000 0.000000 0.000000 
364 104.000000 0.000000 0.000000 
365 103.000000 0.000000 0.000000 
366 102.000000 0.000000 0.000000 
367 101.000000 0.000000 0.000000 
368 100.000000 0.000000 0.000000 
369 99.000000 0.000000 0.000000 
370 98.000000 0.000000 0.000000 
371 97.000000 0.000000 0.000000 
372 96.000000 0.000000 0.000000 
373 95.000000 0.000000 0.000000 
374 94.000000 0.000000 0.000000 
375 93.000000 0.000000 0.000000 
376 92.000000 0.000000 0.000000 
377 91.000000 0.000000 0.000000 
378 90.000000 0.000000 0.000000 
379 89.000000 0.000000 0.000000 
380 88.000000 0.000000 0.000000 
381 87.000000 0.000000 0.000000 
382 86.000000 0.000000 0.000000 
383 85.000000 0.000000 0.000000 
384 84.000000 0.000000 0.000000 
385 83.000000 0.000000 0.000000 
386 82.000000 0.000000 0.000000 
387 81.000000 0.000000 0.000000 
388 80.000000 0.000000 0.000000 
389 79.000000 0.000000 0.000000 
390 78.000000 0.000000 0.000000 
391 77.000000 0.000000 0.000000 
392 76.000000 0.000000 0.000000 
393 75.000000 0.000000 0.000000 
394 74.000000 0.000000 0.000000 
395 73.000000 0.000000 0.000000 
396 72.000000 0.000000 0.000000 
397 71.000000 0.000000 0.000000 
398 70.000000 0.000000 0.000000 
399 69.000000 0.000000 0.000000 
400 68.000000 0.000000 0.000000 
401 67.000000 0.000000 0.000000 
402 66.000000 0.000000 0.000000 
403 65.000000 0.000000 0.000000 
404 64.000000 0.000000 0.000000 
405 63.000000 0.000000 0.000000 
406 62.000000 0.000000 0.000000 
407 61.000000 0.000000 0.000000 
408 60.000000 0.000000 0.000000 
409 59.000000 0.000000 0.000000 
410 58.000000 0.000000 0.000000 
411 57.000000 0.000000 0.000000 
412 56.000000 0.000000 0.000000 
413 55.000000 0.000000 0.000000 
414 54.000000 0.000000 0.000000 
415 53.000000 0.000000 0.000000 
416 52.000000 0.000000 0.000000 
417 51.000000 0.000000 0.000000 
418 50.000000 0.000000 0.000000 
419 49.000000 0.000000 0.000000 
420 48.000000 0.000000 0.000000 
421 47.000000 0.000000 0.000000 
422 46.000000 0.000000 0.000000 
423 45.000000 0.000000 0.000000 
424 44.000000 0.000000 0.000000 
425 43.000000 0.000000 0.000000 
426 42.000000 0.000000 0.000000 
427 41.000000 0.000000 0.000000 
428 40.000000 0.000000 0.000000 
429 39.000000 0.000000 0.000000 
430 38.000000 0.000000 0.000000 
431 37.000000 0.000000 0.000000 
432 36.000000 0.000000 0.000000 
433 35.000000 0.000000 0.000000 
434 34.000000 0.000000 0.000000 
435 33.000000 0.000000 0.000000 
436 32.000000 0.000000 0.000000 
437 31.000000 0.000000 0.000000 
438 30.000000 0.000000 0.000000 
439 29.000000 0.000000 0.000000 
440 28.000000 0.000000 0.000000 
441 27.000000 0.000000 0.000000 
442 26.000000 0.000000 0.000000 
443 25.000000 0.000000 0.000000 
444 24.000000 0.000000 0.000000 
445 23.000000 0.000000 0.000000 
446 22.000000 0.000000 0.000000 
447 21.000000 0.000000 0.000000 
448 20.000000 0.000000 0.000000 
449 19.000000 0.000000 0.000000 
450 18.000000 0.000000 0.000000 
451 17.000000 0.000000 0.000000 
452 16.000000 0.000000 0.000000 
453 15.000000 0.000000 0.000000 
454 14.000000 0.000000 0.000000 
455 13.000000 0.000000 0.000000 
456 12.000000 0.000000 0.000000 
457 11.000000 0.000000 0.000000 
458 10.000000 0.000000 0.000000 
459 9.000000 0.000000 0.000000 
460 8.000000 0.000000 0.000000 
461 7.000000 0.000000 0.000000 
462 6.000000 0.000000 0.000000 
463 5.000000 0.000000 0.000000 
464 4.000000 0.000000 0.000000 
465 3.000000 0.000000 0.000000 
466 2.000000 0.000000 0.000000 
467 1.000000 0.000000 0.000000 
468 0.000000 0.000000 0.000000 
469 114.000000 1.000000 1.000000 
470 113.000000 1.000000 1.000000 
471 112.000000 1.000000 1.000000 
472 111.000000 1.000000 1.000000 
473 110.000000 1.000000 1.000000 
474 109.000000 1.000000 1.000000 
475 108.000000 1.000000 1.000000 
476 107.000000 1.000000 1.000000 
477 106.000000 1.000000 1.000000 
478 105.000000 1.000000 1.000000 
479 104.000000 1.000000 1.000000 
480 103.000000 1.000000 1.000000 
481 102.000000 1.000000 1.000000 
482 101.000000 1.000000 1.000000 
483 100.000000 1.000000 1.000000 
484 99.000000 1.000000 1.000000 
485 98.000000 1.000000 1.000000 
486 97.000000 1.000000 1.000000 
487 96.000000 1.000000 1.000000 
488 95.000000 1.000000 1.000000 
489 94.000000 1.000000 1.000000 
490 93.000000 1.000000 1.000000 
491 92.000000 1.000000 1.000000 
492 91.000000 1.000000 1.000000 
493 90.000000 1.000000 1.000000 
494 89.000000 1.000000 1.000000 
495 88.000000 1.000000 1.000000 
496 87.000000 1.000000 1.000000 
497 86.000000 1.000000 1.000000 
498 85.000000 1.000000 1.000000 
499 84.000000 1.000000 1.000000 
500 83.000000 1.000000 1.000000 
501 82.000000 1.000000 1.000000 
502 81.000000 1.000000 1.000000 
503 80.000000 1.000000 1.000000 
504 79.000000 1.000000 1.000000 
505 78.000000 1.000000 1.000000 
506 77.000000 1.000000 1.000000 
507 76.000000 1.000000 1.000000 
508 75.000000 1.000000 1.000000 
509 74.000000 1.000000 1.000000 
510 73.000000 1.000000 1.000000 
511 72.000000 1.000000 1.000000 
512 71.000000 1.000000 1.000000 
513 70.000000 1.000000 1.000000 
514 69.000000 1.000000 1.000000 
515 68.000000 1.000000 1.000000 
516 67.000000 1.000000 1.000000 
517 66.000000 1.000000 1.000000 
518 65.000000 1.000000 1.000000 
519 64.000000 1.000000 1.000000 
520 63.000000 1.000000 1.000000 
521 62.000000 1.000000 1.000000 
522 61.000000 1.000000 1.000000 
523 60.000000 1.000000 1.000000 
524 59.000000 1.000000 1.000000 
525 58.000000 1.000000 1.000000 
526 57.000000 1.000000 1.000000 
527 56.000000 1.000000 1.000000 
528 55.000000 1.000000 1.000000 
529 54.000000 1.000000 1.000000 
530 53.000000 1.000000 1.000000 
531 52.000000 1.000000 1.000000 
532 51.000000 1.000000 1.000000 
533 50.000000 1.000000 1.000000 
534 49.000000 1.000000 1.000000 
535 48.000000 1.000000 1.000000 
536 47.000000 1.000000 1.000000 
537 46.000000 1.000000 1.000000 
538 45.000000 1.000000 1.000000 
539 44.000000 1.000000 1.000000 
540 43.000000 1.000000 1.000000 
541 42.000000 1.000000 1.000000 
542 41.000000 1.000000 1.000000 
543 40.000000 1.000000 1.000000 
544 39.000000 1.000000 1.000000 
545 38.000000 1.000000 1.000000 
546 37.000000 1.000000 1.000000 
547 36.000000 1.000000 1.000000 
548 35.000000 1.000000 1.000000 
549 34.000000 1.000000 1.000000 
550 33.000000 1.000000 1.000000 
551 32.000000 1.000000 1.000000 
552 31.000000 1.000000 1.000000 
553 30.000000 1.000000 1.000000 
554 29.000000 1.000000 1.000000 
555 28.000000 1.000000 1.000000 
556 27.000000 1.000000 1.000000 
557 26.000000 1.000000 1.000000 
558 25.000000 1.000000 1.000000 
559 24.000000 1.000000 1.000000 
560 23.000000 1.000000 1.000000 
561 22.000000 1.000000 1.000000 
562 21.000000 1.000000 1.000000 
563 20.000000 1.000000 1.000000 
564 19.000000 1.000000 1.000000 
565 18.000000 1.000000 1.000000 
566 17.000000 1.000000 1.000000 
567 16.000000 1.000000 1.000000 
568 15.000000 1.000000 1.000000 
569 14.000000 1.000000 1.000000 
570 13.000000 1.000000 1.000000 
571 12.000000 1.000000 1.000000 
572 11.000000 1.000000 1.000000 
573 10.000000 1.000000 1.000000 
574 9.000000 1.000000 1.000000 
575 8.000000 1.000000 1.000000 
576 7.000000 1.000000 1.000000 
577 6.000000 1.000000 1.000000 
578 5.000000 1.000000 1.000000 
579 4.000000 1.000000 1.000000 
580 3.000000 1.000000 1.000000 
581 2.000000 1.000000 1.000000 
582 1.000000 1.000000 1.000000 
583 0.000000 1.000000 1.000000 
584 82.000000 2.000000 2.000000 
585 81.000000 2.000000 2.000000 
586 80.000000 2.000000 2.000000 
587 79.000000 2.000000 2.000000 
588 78.000000 2.000000 2.000000 
589 77.000000 2.000000 2.000000 
590 76.000000 2.000000 2.000000 
591 75.000000 2.000000 2.000000 
592 74.000000 2.000000 2.000000 
593 73.000000 2.000000 2.000000 
594 72.000000 2.000000 2.000000 
595 71.000000 2.000000 2.000000 
596 70.000000 2.000000 2.000000 
597 69.000000 2.000000 2.000000 
598 68.000000 2.000000 2.000000 
599 67.000000 2.000000 2.000000 
600 66.000000 2.000000 2.000000 
601 65.000000 2.000000 2.000000 
602 64.000000 2.000000 2.000000 
603 63.000000 2.000000 2.000000 
604 62.000000 2.000000 2.000000 
605 61.000000 2.000000 2.000000 
606 60.000000 2.000000 2.000000 
607 59.000000 2.000000 2.000000 
608 58.000000 2.000000 2.000000 
609 57.000000 2.000000 2.000000 
610 56.000000 2.000000 2.000000 
611 55.000000 2.000000 2.000000 
612 54.000000 2.000000 2.000000 
613 53.000000 2.000000 2.000000 
614 52.000000 2.000000 2.000000 
615 51.000000 2.000000 2.000000 
616 50.000000 2.000000 2.000000 
617 49.000000 2.000000 2.000000 
618 48.000000 2.000000 2.000000 
619 47.000000 2.000000 2.000000 
620 46.000000 2.000000 2.000000 
621 45.000000 2.000000 2.000000 
622 44.000000 2.000000 2.000000 
623 43.000000 2.000000 2.000000 
624 42.000000 2.000000 2.000000 
625 41.000000 2.000000 2.000000 
626 40.000000 2.000000 2.000000 
627 39.000000 2.000000 2.000000 
628 38.000000 2.000000 2.000000 
629 37.000000 2.000000 2.000000 
630 36.000000 2.000000 2.000000 
631 35.000000 2.000000 2.000000 
632 34.000000 2.000000 2.000000 
633 33.000000 2.000000 2.000000 
634 32.000000 2.000000 2.000000 
635 31.000000 2.000000 2.000000 
636 30.000000 2.000000 2.000000 
637 29.000000 2.000000 2.000000 
638 28.000000 2.000000 2.000000 
639 27.000000 2.000000 2.000000 
640 26.000000 2.000000 2.000000 
641 25.000000 2.000000 2.000000 
642 24.000000 2.000000 2.000000 
643 23.000000 2.000000 2.000000 
644 22.000000 2.000000 2.000000 
645 21.000000 2.000000 2.000000 
646 20.000000 2.000000 2.000000 
647 19.000000 2.000000 2.000000 
648 18.000000 2.000000 2.000000 
649 17.000000 2.000000 2.000000 
650 16.000000 2.000000 2.000000 
651 15.000000 2.000000 2.000000 
652 14.000000 2.000000 2.000000 
653 13.000000 2.000000 2.000000 
654 12.000000 2.000000 2.000000 
655 11.000000 2.000000 2.000000 
656 10.000000 2.000000 2.000000 
657 9.000000 2.000000 2.000000 
658 8.000000 2.000000 2.000000 
659 7.000000 2.000000 2.000000 
660 6.000000 2.000000 2.000000 
661 5.000000 2.000000 2.000000 
662 4.000000 2.000000 2.000000 
663 3.000000 2.000000 2.000000 
664 2.000000 2.000000 2.000000 
665 1.000000 2.000000 2.000000 
666 0.000000 2.000000 2.000000 
667 82.000000 0.000000 0.000000 
668 81.000000 0.000000 0.000000 
669 80.000000 0.000000 0.000000 
670 79.000000 0.000000 0.000000 
671 78.000000 0.000000 0.000000 
672 77.000000 0.000000 0.000000 
673 76.000000 0.000000 0.000000 
674 75.000000 0.000000 0.000000 
675 74.000000 0.000000 0.000000 
676 73.000000 0.000000 0.000000 
677 72.000000 0.000000 0.000000 
678 71.000000 0.000000 0.000000 
679 70.000000 0.000000 0.000000 
680 69.000000 0.000000 0.000000 
681 68.000000 0.000000 0.000000 
682 67.000000 0.000000 0.000000 
683 66.000000 0.000000 0.000000 
684 65.000000 0.000000 0.000000 
685 64.000000 0.000000 0.000000 
686 63.000000 0.000000 0.000000 
687 62.000000 0.000000 0.000000 
688 61.000000 0.000000 0.000000 
689 60.000000 0.000000 0.000000 
690 59.000000 0.000000 0.000000 
691 58.000000 0.000000 0.000000 
692 57.000000 0.000000 0.000000 
693 56.000000 0.000000 0.000000 
694 55.000000 0.000000 0.000000 
695 54.000000 0.000000 0.000000 
696 53.000000 0.000000 0.000000 
697 52.000000 0.000000 0.000000 
698 51.000000 0.000000 0.000000 
699 50.000000 0.000000 0.000000 
700 49.000000 0.000000 0.000000 
701 48.000000 0.000000 0.000000 
702 47.000000 0.000000 0.000000 
703 46.000000 0.000000 0.000000 
704 45.000000 0.000000 0.000000 
705 44.000000 0.000000 0.000000 
706 43.000000 0.000000 0.000000 
707 42.000000 0.000000 0.000000 
708 41.000000 0.000000 0.000000 
709 40.000000 0.000000 0.000000 
710 39.000000 0.000000 0.000000 
711 38.000000 0.000000 0.000000 
712 37.000000 0.000000 0.000000 
713 36.000000 0.000000 0.000000 
714 35.000000 0.000000 0.000000 
715 34.000000 0.000000 0.000000 
716 33.000000 0.000000 0.000000 
717 32.000000 0.000000 0.000000 
718 31.000000 0.000000 0.000000 
719 30.000000 0.000000 0.000000 
720 29.000000 0.000000 0.000000 
721 28.000000 0.000000 0.000000 
722 27.000000 0.000000 0.000000 
723 26.000000 0.000000 0.000000 
724 25.000000 0.000000 0.000000 
725 24.000000 0.000000 0.000000 
726 23.000000 0.000000 0.000000 
727 22.000000 0.000000 0.000000 
728 21.000000 0.000000 0.000000 
729 20.000000 0.000000 0.000000 
730 19.000000 0.000000 0.000000 
731 18.000000 0.000000 0.000000 
732 17.000000 0.000000 0.000000 
733 16.000000 0.000000 0.000000 
734 15.000000 0.000000 0.000000 
735 14.000000 0.000000 0.000000 
736 13.000000 0.000000 0.000000 
737 12.000000 0.000000 0.000000 
738 11.000000 0.000000 0.000000 
739 10.000000 0.000000 0.000000 
740 9.000000 0.000000 0.000000 
741 8.000000 0.000000 0.000000 
742 7.000000 0.000000 0.000000 
743 6.000000 0.000000 0.000000 
744 5.000000 0.000000 0.000000 
745 4.000000 0.000000 0.000000 
746 3.000000 0.000000 0.000000 
747 2.000000 0.000000 0.000000 
748 1.000000 0.000000 0.000000 
749 0.000000 0.000000 0.000000 
750 100.000000 1.000000 1.000000 
751 99.000000 1.000000 1.000000 
752 98.000000 1.000000 1.000000 
753 97.000000 1.000000 1.000000 
754 96.000000 1.000000 1.000000 
755 95.000000 1.000000 1.000000 
756 94.000000 1.000000 1.000000 
757 93.000000 1.000000 1.000000 
758 92.000000 1.000000 1.000000 
759 91.000000 1.000000 1.000000 
760 90.000000 1.000000 1.000000 
761 89.000000 1.000000 1.000000 
762 88.000000 1.000000 1.000000 
763 87.000000 1.000000 1.000000 
764 86.000000 1.000000 1.000000 
765 85.000000 1.000000 1.000000 
766 84.000000 1.000000 1.000000 
767 83.000000 1.000000 1.000000 
768 82.000000 1.000000 1.000000 
769 81.000000 1.000000 1.000000 
770 80.000000 1.000000 1.000000 
771 79.000000 1.000000 1.000000 
772 78.000000 1.000000 1.000000 
